timestamp,value1,value2,value3
0.0,0.8187390146822782,0.2689570853928538,0.5779983503216948
5.379402788570779e-7,0.8188881580824657,0.2690059558460826,0.5781035631621451
1.1431230925712905e-6,0.8190591156998073,0.2690619769133274,0.5782241666150195
1.8239537579997798e-6,0.819254976321915,0.26912616135140055,0.5783623401291894
2.5898882566068302e-6,0.8191698992182402,0.2690980379938434,0.5783021707340831
3.451564567539762e-6,0.8186853045930306,0.2689386508176335,0.5779599437742339
4.42095041733931e-6,0.8187622898120401,0.26896371811840775,0.5780141540353071
5.511509498363802e-6,0.8185770006804631,0.2689026004314811,0.5778831917591343
6.738388464516356e-6,0.8190112961936608,0.2690449849847834,0.5781896119666042
8.118627301437978e-6,0.8191445739125371,0.2690884503210572,0.5782835049062403
9.671395992974803e-6,0.8186245430513712,0.26891726475958416,0.577916163932987
1.1418260770953731e-5,0.8182244210087323,0.2687854242798883,0.5776334443011383
1.3383483646180026e-5,0.8175749676947295,0.2685716284570513,0.5771746739303136
1.5594359380809607e-5,0.8166665170180093,0.268272695555757,0.5765330234863817
1.8081594582267887e-5,0.8170848887903754,0.26840955567555946,0.5768280101034686
2.0879734183908453e-5,0.8162358038123,0.26812998937270005,0.5762281815964888
2.402764123575409e-5,0.8162448835196331,0.2681322448666553,0.5762341242364944
2.756903666908043e-5,0.8155368654013485,0.2678988465343325,0.5757337680137525
3.1553106531572566e-5,0.8156022351218487,0.2679193980009311,0.5757793183222948
3.6035185126876214e-5,0.8147996081847184,0.2676547037388752,0.5752120270512227
4.107752354659282e-5,0.8136569799015526,0.26727819073061715,0.5744046172688869
4.6750154268774e-5,0.8131704194725375,0.26711704079463156,0.5740602516781511
5.313186383122783e-5,0.8137210067571642,0.2672964156962245,0.5744479475979246
6.031128708898839e-5,0.8143841267537417,0.26751257176999377,0.5749149706023678
6.838813825396902e-5,0.8146348818368262,0.2675930656800238,0.5750907574225548
7.747459581457222e-5,0.8157327346346395,0.2679515826011101,0.5758644027900084
8.769686057025084e-5,0.8167181109691217,0.26827289413357036,0.5765584971723873
9.919690842038928e-5,0.8170114598177086,0.268366599620772,0.5767638913323204
0.00011213446225179502,0.8178169648172277,0.26862820473573695,0.5773306352687922
0.00012668921031212647,0.8170854531385109,0.26838457814499506,0.5768121244115978
0.00014306330187999937,0.8173659928631031,0.2684729526831581,0.5770077700192728
0.00016148415489385638,0.8169935466718296,0.2683463771658111,0.576742161079959
0.0001822076145344455,0.8140977682267965,0.26739046503054476,0.574694897596755
0.0002055215066301083,0.812693086214787,0.26692368032614827,0.5736997146157096
0.0002317496352377289,0.8068936473851881,0.2650127756521535,0.5696016396240752
0.00026125627992130214,0.8071134485942053,0.2650779768598742,0.569751782497468
